Report,Geography,Segment,Variety,Type,Data Year,Timeframe,PLU,Period,Prior Year Week Ending,Current Year Week Ending,Units Prior Year,Units Current Year,Unit Variance,Dollars Prior Year,Dollars Current Year,Dollar Variance,ASP Prior Year,ASP Current Year,ASP Variance,Dollar Sales Velocity Prior Year,Dollar Sales Velocity Current Year,Dollar Sales Velocity Variance
Category,San Diego,Avocados,Hass,Organic,2022,Quarterly,94046,2,2021-07-04,2022-07-03,109727.3833,175147.4723,0.596205678,246453.9345,444762.0207,0.804645649,2.246056792,2.539357348,0.130584657,27.78316793,46.48349997,0.673081345
Category,San Diego,Avocados,Hass,Organic,2022,Quarterly,94225,2,2021-07-04,2022-07-03,109593.5749,14628.6623,-0.866518979,322387.1931,40547.75323,-0.874226538,2.941661438,2.77180185,-0.057742739,45.66070485,4.987348583,-0.890773728
Category,San Diego,Avocados,Hass,Organic,2022,Quarterly,94770,2,2021-07-04,2022-07-03,4.899608297,0,-1,10.31769394,0,-1,2.105820162,,,0.043845518,0,-1
Category,San Diego,Avocados,Hass,Organic,2022,Quarterly,Organic Hass Bags,2,2021-07-04,2022-07-03,283356.3567,159653.1828,-0.436563963,392206.6744,276120.235,-0.295982825,1.384146376,1.729500347,0.249506827,79.83554059,56.68655419,-0.28995841
Category,San Diego,Avocados,Hass,Organic,2022,Quarterly,Total Organic Hass,2,2021-07-04,2022-07-03,502682.2145,349429.3174,-0.304870339,961058.1197,761430.0089,-0.207717001,1.911860201,2.179067328,0.1397629,95.17768972,73.27450217,-0.230129431
Category,San Diego,Total Produce,Total Produce,Total Produce,2022,Quarterly,Total Produce,2,2021-07-04,2022-07-03,227720751.8,227306047.2,-0.00182111,190059328.7,206497580.7,0.086490109,0.834615762,0.908456168,0.088472337,17101.10429,17947.8811,0.049515914
Category,Raleigh/Greensboro,Avocados,Hass,Conventional,2022,Quarterly,4046,2,2021-07-04,2022-07-03,3169750.353,2424380.573,-0.235150942,2713827.655,3092416.182,0.139503526,0.856164478,1.275548986,0.489841052,505.2777951,457.7271478,-0.09410793
Category,San Francisco,Avocados,Hass,Total Hass,2022,YTD-Q,Total Hass,2,2021-07-04,2022-07-03,23933999.97,23242675.08,-0.028884636,34277970.36,38971049.19,0.13691239,1.432187282,1.676702404,0.170728455,2048.561682,2260.309598,0.103364188
Category,San Francisco,Avocados,Hass,Total Hass,2022,Quarterly,Total Hass,2,2021-07-04,2022-07-03,11758505.91,11718672.86,-0.003387594,17139910.94,20243637.82,0.181081856,1.457660614,1.727468465,0.185096482,1005.124321,1153.722283,0.147840381
Category,San Francisco,Avocados,Hass,Conventional,2022,Quarterly,4225,2,2021-07-04,2022-07-03,6003556.256,1283199.697,-0.786260069,10939052.11,3477091.904,-0.682139561,1.822095379,2.70970443,0.487136437,859.9689288,209.3598547,-0.756549513
Category,San Francisco,Avocados,Hass,Conventional,2022,Quarterly,4770,2,2021-07-04,2022-07-03,149470.1867,98358.18334,-0.341954503,289649.6367,234745.7058,-0.189552908,1.937842209,2.386641333,0.231597352,125.9557837,310.9496628,1.468720798
Category,San Francisco,Avocados,Hass,Conventional,2022,Quarterly,Conventional Hass Bags,2,2021-07-04,2022-07-03,1726768.686,1812010.311,0.04936482,1659689.82,1920241.727,0.156988314,0.961153531,1.059730022,0.102560608,118.2106147,253.7657826,1.146725852
Category,San Francisco,Avocados,Hass,Conventional,2022,Quarterly,Total Conventional Hass,2,2021-07-04,2022-07-03,10744811.3,10742271.77,-0.000236349,15240952.53,18135143.36,0.189895665,1.418447668,1.688203737,0.190176963,889.7063243,1032.084309,0.160028069
Category,San Francisco,Avocados,Hass,Organic,2022,Quarterly,94046,2,2021-07-04,2022-07-03,306725.2861,320157.3048,0.04379169,738452.3532,906834.3819,0.228020167,2.407536603,2.832465068,0.176499275,66.39154951,75.65068751,0.139462598
Category,San Francisco,Avocados,Hass,Organic,2022,Quarterly,94225,2,2021-07-04,2022-07-03,89545.14361,91894.41304,0.026235587,246322.9689,268555.2613,0.090256676,2.750824434,2.922432958,0.062384397,16.28113524,17.51810535,0.075975667
Category,San Francisco,Avocados,Hass,Organic,2022,Quarterly,94770,2,2021-07-04,2022-07-03,42.88964692,1.195081026,-0.972135909,127.4251593,3.781261759,-0.970325627,2.971000427,3.164021248,0.064968291,0.123237052,0.088133322,-0.284847204
Category,San Francisco,Avocados,Hass,Organic,2022,Quarterly,Organic Hass Bags,2,2021-07-04,2022-07-03,617381.2857,564348.1734,-0.085900097,914055.6593,933101.0423,0.020836131,1.480536713,1.653413772,0.116766479,124.1155617,86.45376046,-0.303441412
Category,San Francisco,Avocados,Hass,Organic,2022,Quarterly,Total Organic Hass,2,2021-07-04,2022-07-03,1013694.605,976401.0863,-0.036789698,1898958.407,2108494.467,0.110342628,1.873304245,2.159455265,0.152752027,118.5153777,124.1183709,0.047276508
Category,San Francisco,Total Produce,Total Produce,Total Produce,2022,Quarterly,Total Produce,2,2021-07-04,2022-07-03,351503281.4,337098913.5,-0.040979327,354001556.9,370369560.5,0.046237095,1.007107403,1.098696987,0.090943214,20581.89192,21011.61092,0.020878499
Category,Richmond/Norfolk,Avocados,Hass,Conventional,2022,Quarterly,4046,2,2021-07-04,2022-07-03,2125993.113,2133250.59,0.003413688,1970891.696,2799865.505,0.420608505,0.927045193,1.312487861,0.415775488,220.0634176,284.771536,0.29404305
Category,Seattle/Tacoma,Avocados,Hass,Total Hass,2022,YTD-Q,Total Hass,2,2021-07-04,2022-07-03,17604892.48,15361109.68,-0.12745223,25998625.67,27805549.69,0.069500751,1.476784121,1.810126369,0.225721717,2056.155437,2173.277685,0.056961768
Category,Seattle/Tacoma,Avocados,Hass,Total Hass,2022,Quarterly,Total Hass,2,2021-07-04,2022-07-03,8273830.222,7487991.897,-0.094978783,13622233.26,14095485.7,0.034741179,1.646424074,1.882411987,0.143333614,1032.840061,1065.286222,0.031414507
Category,Seattle/Tacoma,Avocados,Hass,Conventional,2022,Quarterly,4225,2,2021-07-04,2022-07-03,3184996.914,2052905.131,-0.355445174,6805598.474,5615171.98,-0.174918708,2.136767682,2.735232085,0.280079303,540.1745682,440.7845325,-0.18399614
Category,Seattle/Tacoma,Avocados,Hass,Conventional,2022,Quarterly,4770,2,2021-07-04,2022-07-03,38085.24366,15962.32039,-0.580879132,67903.3905,36457.75294,-0.463093777,1.78293176,2.283988296,0.281029564,5.477597501,3.56925506,-0.34839041
Category,Seattle/Tacoma,Avocados,Hass,Conventional,2022,Quarterly,Conventional Hass Bags,2,2021-07-04,2022-07-03,1022492.097,1285501.207,0.257223612,1134009.823,1589487.765,0.401652554,1.109064634,1.23647318,0.114879279,148.7933418,153.4718925,0.03144328
Category,Seattle/Tacoma,Avocados,Hass,Conventional,2022,Quarterly,Total Conventional Hass,2,2021-07-04,2022-07-03,7355425.284,6503850.118,-0.115775109,11705643.47,11970620.56,0.022636696,1.591429865,1.840543731,0.156534618,883.6961404,902.1134184,0.020841189
Category,Seattle/Tacoma,Avocados,Hass,Organic,2022,Quarterly,94046,2,2021-07-04,2022-07-03,86932.10863,31186.27381,-0.641257134,242543.5067,89220.94889,-0.632144558,2.790033631,2.86090443,0.025401414,21.5078734,8.502868065,-0.604662539
Category,Seattle/Tacoma,Avocados,Hass,Organic,2022,Quarterly,94225,2,2021-07-04,2022-07-03,525938.1301,730402.1521,0.388760598,1272725.814,1692556.691,0.329867496,2.419915463,2.317294228,-0.04240695,102.1752659,135.0094506,0.321351595
Category,Seattle/Tacoma,Avocados,Hass,Organic,2022,Quarterly,94770,2,2021-07-04,2022-07-03,16.13691334,51.96125929,2.220024685,47.984073,148.2546272,2.089663255,2.973559565,2.853176178,-0.040484606,0.165522082,0.193361688,0.168192701
Category,Seattle/Tacoma,Avocados,Hass,Organic,2022,Quarterly,Organic Hass Bags,2,2021-07-04,2022-07-03,305518.5617,222501.3924,-0.271725452,401272.4861,342939.2502,-0.145370634,1.313414425,1.541290355,0.173498879,56.67230163,50.20779665,-0.114068157
Category,Seattle/Tacoma,Avocados,Hass,Organic,2022,Quarterly,Total Organic Hass,2,2021-07-04,2022-07-03,918404.9374,984141.7796,0.071577187,1916589.791,2124865.145,0.108669761,2.086867908,2.159104703,0.034614934,149.8259194,163.9310881,0.094143715
Category,Seattle/Tacoma,Total Produce,Total Produce,Total Produce,2022,Quarterly,Total Produce,2,2021-07-04,2022-07-03,310222451.7,277429392.7,-0.105708207,289058222.4,296374572.5,0.025310991,0.931777248,1.068288294,0.146506094,21721.52275,22151.00488,0.019772193
Category,Roanoke,Avocados,Hass,Conventional,2022,Quarterly,4046,2,2021-07-04,2022-07-03,1367822.671,1475168.485,0.078479335,1200696.748,1859864.019,0.548987305,0.877816089,1.260780743,0.436269805,142.2059333,207.3801172,0.458308471
Category,South Carolina,Avocados,Hass,Total Hass,2022,YTD-Q,Total Hass,2,2021-07-04,2022-07-03,17207017.7,15565472.68,-0.09539974,17194902.93,20548657.69,0.195043542,0.99929594,1.320143507,0.321073622,690.1474374,813.5720241,0.178837999
Category,South Carolina,Avocados,Hass,Total Hass,2022,Quarterly,Total Hass,2,2021-07-04,2022-07-03,8370364.086,7538778.412,-0.099348806,9202540.031,10663103.92,0.158713125,1.099419325,1.414433922,0.286528161,373.9810036,407.5507491,0.089763237
Category,South Carolina,Avocados,Hass,Conventional,2022,Quarterly,4225,2,2021-07-04,2022-07-03,858190.7725,854456.9271,-0.004350834,1502773.514,1800596.448,0.198182182,1.751094933,2.107299258,0.203418054,81.94768931,92.08614972,0.123718686
Category,South Carolina,Avocados,Hass,Conventional,2022,Quarterly,4770,2,2021-07-04,2022-07-03,22667.1861,12029.95797,-0.469278722,42134.34567,26146.17071,-0.379457061,1.858825595,2.173421618,0.169244508,5.514526406,4.091028659,-0.258135992
Category,South Carolina,Avocados,Hass,Conventional,2022,Quarterly,Conventional Hass Bags,2,2021-07-04,2022-07-03,2589436.989,2396109.149,-0.074660183,2355904.773,2812201.359,0.193682101,0.909813517,1.173653279,0.289993232,139.6795688,150.5950933,0.078146894
Category,South Carolina,Avocados,Hass,Conventional,2022,Quarterly,Total Conventional Hass,2,2021-07-04,2022-07-03,7906940.045,7031812.78,-0.110678374,8501129.579,9837537.969,0.157203625,1.075147849,1.399004535,0.301220606,346.5304364,376.0474886,0.085178816
Category,South Carolina,Avocados,Hass,Organic,2022,Quarterly,94046,2,2021-07-04,2022-07-03,12227.26736,10059.12848,-0.177319987,32555.02199,36793.88886,0.130206236,2.662493673,3.657761102,0.373810251,5.833081687,13.75954695,1.358881238
Category,South Carolina,Avocados,Hass,Organic,2022,Quarterly,94225,2,2021-07-04,2022-07-03,73501.75723,55522.76756,-0.244606256,161298.4872,155083.0877,-0.038533526,2.194484775,2.793144047,0.272801743,25.07952459,23.37993563,-0.067767989
Category,South Carolina,Avocados,Hass,Organic,2022,Quarterly,94770,2,2021-07-04,2022-07-03,240.0312758,291.2039499,0.213191693,662.2307701,816.3888506,0.232786043,2.758935343,2.803495114,0.016151075,0.392112409,0.522601315,0.332784433
Category,South Carolina,Avocados,Hass,Organic,2022,Quarterly,Organic Hass Bags,2,2021-07-04,2022-07-03,377454.9847,441092.5323,0.168596389,506894.7121,632872.5857,0.24852868,1.342927588,1.434784176,0.068400255,27.32376897,30.53331681,0.117463585
Category,South Carolina,Avocados,Hass,Organic,2022,Quarterly,Total Organic Hass,2,2021-07-04,2022-07-03,463424.0406,506965.6323,0.093956265,701410.452,825565.9511,0.177008339,1.513539201,1.628445596,0.075919008,30.01508791,34.00373019,0.132887909
Category,South Carolina,Total Produce,Total Produce,Total Produce,2022,Quarterly,Total Produce,2,2021-07-04,2022-07-03,484185985.5,483362235.1,-0.00170131,351599198.8,379271007.6,0.078702707,0.726165584,0.784651717,0.080541042,14083.72297,14581.70948,0.035359011
Category,Sacramento,Avocados,Hass,Conventional,2022,Quarterly,4046,2,2021-07-04,2022-07-03,2197784.486,2952701.426,0.343489975,1863923.874,4388605.254,1.354498118,0.848092197,1.486301736,0.752523771,448.8923967,734.720399,0.636740574
Category,Spokane,Avocados,Hass,Total Hass,2022,YTD-Q,Total Hass,2,2021-07-04,2022-07-03,2465894.258,2135352.502,-0.134045389,3042973.121,3430114.471,0.127224703,1.234024173,1.606345776,0.301713379,1235.608346,1315.597261,0.064736464
Category,Spokane,Avocados,Hass,Total Hass,2022,Quarterly,Total Hass,2,2021-07-04,2022-07-03,1192020.044,1050790.863,-0.118478864,1638382.273,1790734.895,0.092989667,1.374458661,1.704178213,0.239890483,634.6584477,672.5269156,0.059667476
Category,Spokane,Avocados,Hass,Conventional,2022,Quarterly,4225,2,2021-07-04,2022-07-03,355048.6377,226274.8685,-0.36269332,716610.86,618515.4679,-0.136887951,2.018345613,2.733469572,0.354311945,392.647084,327.3401839,-0.166324679
Category,Spokane,Avocados,Hass,Conventional,2022,Quarterly,4770,2,2021-07-04,2022-07-03,2554.351455,1079.744888,-0.577291964,5032.811853,1263.651131,-0.74891747,1.970289501,1.170323792,-0.406014298,3.144979501,0.804579337,-0.744170244
Category,Spokane,Avocados,Hass,Conventional,2022,Quarterly,Conventional Hass Bags,2,2021-07-04,2022-07-03,194512.5432,193593.7326,-0.004723657,189757.1583,245898.8839,0.295860911,0.975552297,1.270179983,0.302011165,101.6867634,118.2093904,0.162485525
Category,Spokane,Avocados,Hass,Conventional,2022,Quarterly,Total Conventional Hass,2,2021-07-04,2022-07-03,1116928.762,971600.7304,-0.130113966,1483065.856,1610881.73,0.086183546,1.327807025,1.657966776,0.248650402,573.8160322,604.4816458,0.053441542
Category,Spokane,Avocados,Hass,Organic,2022,Quarterly,94046,2,2021-07-04,2022-07-03,4693.101522,2866.700869,-0.389167088,12870.0984,8437.079773,-0.344443258,2.742343916,2.943132248,0.07321778,7.869966065,5.768153421,-0.267067561
Category,Spokane,Avocados,Hass,Organic,2022,Quarterly,94225,2,2021-07-04,2022-07-03,39758.12201,46112.16866,0.159817575,103819.2992,123032.9172,0.185067884,2.611272714,2.668122553,0.021770931,59.62682469,67.92273883,0.139130571
Category,Spokane,Avocados,Hass,Organic,2022,Quarterly,94770,2,2021-07-04,2022-07-03,1.129682259,2.263137035,1.003339449,3.93296797,7.879069886,1.003339449,3.481481574,3.481481574,0,0.049935468,0.102157201,1.045784381
Category,Spokane,Avocados,Hass,Organic,2022,Quarterly,Organic Hass Bags,2,2021-07-04,2022-07-03,30638.92912,30208.99993,-0.014032122,38623.08621,48375.28867,0.252496717,1.260588647,1.60135353,0.270322031,41.41681001,54.45342981,0.314766391
Category,Spokane,Avocados,Hass,Organic,2022,Quarterly,Total Organic Hass,2,2021-07-04,2022-07-03,75091.28233,79190.13259,0.054584902,155316.4167,179853.1647,0.157979101,2.06836815,2.271156251,0.098042556,60.84241556,68.70520174,0.129231986
Category,Spokane,Total Produce,Total Produce,Total Produce,2022,Quarterly,Total Produce,2,2021-07-04,2022-07-03,53434273.65,48329733.4,-0.095529328,47525820.76,47366081.58,-0.003361103,0.889425784,0.980060891,0.101902945,18102.78215,17519.68021,-0.032210626
Category,San Diego,Avocados,Hass,Conventional,2022,Quarterly,4046,2,2021-07-04,2022-07-03,2918630.217,3868862.567,0.325574766,2751046.581,5926440.14,1.154249289,0.942581408,1.531830102,0.625143556,280.0249139,586.8238976,1.09561317
Category,St. Louis,Avocados,Hass,Total Hass,2022,YTD-Q,Total Hass,2,2021-07-04,2022-07-03,8379682.705,7155408.211,-0.14610034,7178735.472,8415136.668,0.172231057,0.856683448,1.176052633,0.372797194,675.1912105,762.2978006,0.129010255
Category,St. Louis,Avocados,Hass,Total Hass,2022,Quarterly,Total Hass,2,2021-07-04,2022-07-03,4036187.516,3495089.114,-0.13406176,3814780.97,4370346.843,0.145635065,0.945144633,1.250425011,0.322998583,352.2034937,387.6459821,0.100630712
Category,St. Louis,Avocados,Hass,Conventional,2022,Quarterly,4225,2,2021-07-04,2022-07-03,214193.7364,226714.5536,0.058455571,340301.6692,381755.721,0.1218156,1.588756398,1.683860674,0.05986083,49.80695386,55.08516326,0.105973343
Category,St. Louis,Avocados,Hass,Conventional,2022,Quarterly,4770,2,2021-07-04,2022-07-03,17689.54553,6211.858019,-0.648840158,15093.68095,6373.650656,-0.577727217,0.853254309,1.026045772,0.202508749,1.31998715,0.516672727,-0.608577457
Category,St. Louis,Avocados,Hass,Conventional,2022,Quarterly,Conventional Hass Bags,2,2021-07-04,2022-07-03,1193118.822,1168525.371,-0.020612742,959968.0937,1265718.773,0.318500876,0.804587168,1.083176116,0.346250797,106.4656893,128.9040078,0.210756336
Category,St. Louis,Avocados,Hass,Conventional,2022,Quarterly,Total Conventional Hass,2,2021-07-04,2022-07-03,3871122.041,3380133.746,-0.126833587,3548635.11,4154383.877,0.170699085,0.916694197,1.229059022,0.340751394,328.0427806,368.7488178,0.124087587
Category,St. Louis,Avocados,Hass,Organic,2022,Quarterly,94046,2,2021-07-04,2022-07-03,15594.63071,16400.61673,0.051683559,43396.40622,44949.19278,0.035781455,2.782778702,2.740701372,-0.015120617,9.636431729,18.56890302,0.926948018
Category,St. Louis,Avocados,Hass,Organic,2022,Quarterly,94225,2,2021-07-04,2022-07-03,28487.36275,25216.30275,-0.11482495,91521.4318,71548.38079,-0.218233594,3.212702861,2.837385858,-0.116822819,15.85547976,11.7289254,-0.260260454
Category,St. Louis,Avocados,Hass,Organic,2022,Quarterly,94770,2,2021-07-04,2022-07-03,44.66095333,0,-1,141.3082027,0,-1,3.164021189,,,0.097607284,0,-1
Category,St. Louis,Avocados,Hass,Organic,2022,Quarterly,Organic Hass Bags,2,2021-07-04,2022-07-03,120938.8206,73338.4488,-0.393590508,131086.7138,99465.39306,-0.241224452,1.083909311,1.356251662,0.251259352,58.05572191,37.90119523,-0.347158317
Category,St. Louis,Avocados,Hass,Organic,2022,Quarterly,Total Organic Hass,2,2021-07-04,2022-07-03,165065.475,114955.3683,-0.303577152,266145.86,215962.9666,-0.188554101,1.612365396,1.878667955,0.165162661,24.99448564,19.80945046,-0.207447165
Category,St. Louis,Total Produce,Total Produce,Total Produce,2022,Quarterly,Total Produce,2,2021-07-04,2022-07-03,225521648.8,216816072.5,-0.038601954,175124502.4,183434573,0.047452358,0.776530783,0.846037708,0.089509556,16120.82887,16357.66719,0.014691448
Category,San Francisco,Avocados,Hass,Conventional,2022,Quarterly,4046,2,2021-07-04,2022-07-03,2865016.173,7548703.583,1.634785679,2352560.965,12503064.02,4.314661005,0.821133572,1.656319378,1.017113212,460.8691214,950.9655613,1.063417828
Category,Syracuse,Avocados,Hass,Total Hass,2022,YTD-Q,Total Hass,2,2021-07-04,2022-07-03,3417539.891,2900785.968,-0.151206406,3611706.333,3784410.494,0.047817886,1.056814682,1.304615555,0.234479022,752.5034633,758.0244368,0.007336808
Category,Syracuse,Avocados,Hass,Total Hass,2022,Quarterly,Total Hass,2,2021-07-04,2022-07-03,1659844.551,1385113.529,-0.165516115,1859477.083,1934030.988,0.040094016,1.120271824,1.396297811,0.246391974,381.346768,384.4530804,0.008145637
Category,Syracuse,Avocados,Hass,Conventional,2022,Quarterly,4225,2,2021-07-04,2022-07-03,574072.9323,361480.511,-0.370323019,727203.8781,620180.6581,-0.14717086,1.266744759,1.715668312,0.354391483,163.3868071,140.8005792,-0.13823777
Category,Syracuse,Avocados,Hass,Conventional,2022,Quarterly,4770,2,2021-07-04,2022-07-03,9798.931837,4784.395787,-0.51174313,18260.14263,12653.6827,-0.307032647,1.863482973,2.644781758,0.419268004,15.92585787,11.31493488,-0.289524309
Category,Syracuse,Avocados,Hass,Conventional,2022,Quarterly,Conventional Hass Bags,2,2021-07-04,2022-07-03,624780.1223,560435.599,-0.102987469,552339.0236,644111.3663,0.166152198,0.884053452,1.149304875,0.30004003,129.4473104,146.4004462,0.130965532
Category,Syracuse,Avocados,Hass,Conventional,2022,Quarterly,Total Conventional Hass,2,2021-07-04,2022-07-03,1577454.768,1295072.168,-0.179011535,1727699.315,1784561.425,0.03291204,1.095244917,1.377962919,0.258132221,354.1783343,354.4691196,0.000821014
Category,Syracuse,Avocados,Hass,Organic,2022,Quarterly,94046,2,2021-07-04,2022-07-03,5431.265029,4320.851611,-0.204448395,14898.34941,15510.69175,0.041101354,2.743071703,3.589730254,0.308653452,11.32981357,10.18957733,-0.100640336
Category,Syracuse,Avocados,Hass,Organic,2022,Quarterly,94225,2,2021-07-04,2022-07-03,1718.545139,1554.613192,-0.095389957,3751.890835,3745.692328,-0.001652102,2.183178521,2.409404698,0.103622391,1.026283351,1.026251921,-3.06E-05
Category,Syracuse,Avocados,Hass,Organic,2022,Quarterly,Organic Hass Bags,2,2021-07-04,2022-07-03,75239.9732,84165.89588,0.11863272,113127.5277,130213.179,0.151030007,1.503556193,1.547101443,0.028961505,36.39790143,43.11529668,0.184554466
Category,Syracuse,Avocados,Hass,Organic,2022,Quarterly,Total Organic Hass,2,2021-07-04,2022-07-03,82389.78337,90041.36068,0.092870463,131777.7679,149469.563,0.134254779,1.599443068,1.660010043,0.03786754,29.8132135,32.39228933,0.086507811
Category,Syracuse,Total Produce,Total Produce,Total Produce,2022,Quarterly,Total Produce,2,2021-07-04,2022-07-03,107946186.2,103413942.9,-0.041986136,89058769.4,91633920.62,0.02891519,0.825029327,0.886088645,0.074008664,18210.92713,18174.16383,-0.002018749
Category,Seattle/Tacoma,Avocados,Hass,Conventional,2022,Quarterly,4046,2,2021-07-04,2022-07-03,3109851.03,3149481.46,0.012743514,3698131.781,4729503.061,0.278889813,1.189166859,1.501676743,0.262797337,286.0796217,364.213795,0.273120374
Category,Tampa/St. Petersburg,Avocados,Hass,Total Hass,2022,YTD-Q,Total Hass,2,2021-07-04,2022-07-03,19984877.78,16707803.41,-0.163977704,18588241.33,21713780.8,0.168146056,0.930115337,1.299619122,0.397266629,1042.172655,1127.980409,0.08233545
Category,Tampa/St. Petersburg,Avocados,Hass,Total Hass,2022,Quarterly,Total Hass,2,2021-07-04,2022-07-03,9395671.28,8011186.471,-0.147353475,9968362.388,11000212.14,0.103512463,1.060952655,1.37310649,0.294220325,547.3060298,557.1202937,0.017931949
Category,Tampa/St. Petersburg,Avocados,Hass,Conventional,2022,Quarterly,4225,2,2021-07-04,2022-07-03,257481.7183,212036.5458,-0.176498638,312952.6692,286923.175,-0.083173901,1.215436464,1.353177935,0.113326755,18.77230625,15.74578654,-0.161222583
Category,Tampa/St. Petersburg,Avocados,Hass,Conventional,2022,Quarterly,4770,2,2021-07-04,2022-07-03,30647.79183,15681.55741,-0.488329942,23011.33452,17326.01548,-0.247066029,0.750831729,1.104865736,0.471522439,0.959953638,0.630566062,-0.343128629
Category,Tampa/St. Petersburg,Avocados,Hass,Conventional,2022,Quarterly,Conventional Hass Bags,2,2021-07-04,2022-07-03,2954595.287,1732683.156,-0.413563284,2536970.177,2346284.104,-0.075162915,0.858652347,1.354133383,0.577044992,169.071954,145.4010217,-0.140005079
Category,Tampa/St. Petersburg,Avocados,Hass,Conventional,2022,Quarterly,Total Conventional Hass,2,2021-07-04,2022-07-03,8936537.872,6837143.331,-0.234922581,9447669.133,9610921.601,0.017279655,1.057195669,1.405692573,0.329642766,519.3841751,488.6541549,-0.059166262
Category,Tampa/St. Petersburg,Avocados,Hass,Organic,2022,Quarterly,94046,2,2021-07-04,2022-07-03,2303.688605,3982.627391,0.728804571,6782.526166,17364.56521,1.560191407,2.94420268,4.360077784,0.480902729,3.232451254,10.05283102,2.10997142
Category,Tampa/St. Petersburg,Avocados,Hass,Organic,2022,Quarterly,94225,2,2021-07-04,2022-07-03,1275.62757,1731.555005,0.357414221,2961.144407,4283.67,0.44662651,2.321323618,2.473886182,0.06572223,1.405263318,7.883773092,4.61017497
Category,Tampa/St. Petersburg,Avocados,Hass,Organic,2022,Quarterly,Organic Hass Bags,2,2021-07-04,2022-07-03,455554.0917,1168328.958,1.564632782,510949.5839,1367642.299,1.676667801,1.121600252,1.170596937,0.043684624,32.86964119,70.04772054,1.131076519
Category,Tampa/St. Petersburg,Avocados,Hass,Organic,2022,Quarterly,Total Organic Hass,2,2021-07-04,2022-07-03,459133.4079,1174043.14,1.557084978,520693.2545,1389290.535,1.668155431,1.134078343,1.183338573,0.043436356,28.66726215,71.05576827,1.478638103
Category,Tampa/St. Petersburg,Total Produce,Total Produce,Total Produce,2022,Quarterly,Total Produce,2,2021-07-04,2022-07-03,358744261.5,353716732.1,-0.014014243,312442223.1,335484231.3,0.073748061,0.87093302,0.948454514,0.089009708,17078.42208,17040.81652,-0.002201934
Category,South Carolina,Avocados,Hass,Conventional,2022,Quarterly,4046,2,2021-07-04,2022-07-03,4436645.097,3769216.746,-0.150435371,4600316.947,5198593.992,0.130051266,1.036890904,1.379223945,0.330153384,251.4353325,248.414649,-0.012013759
Category,Toledo,Avocados,Hass,Total Hass,2022,YTD-Q,Total Hass,2,2021-07-04,2022-07-03,4447222.483,4125512.321,-0.07233957,4291002.062,5087233.462,0.185558382,0.964872362,1.233115566,0.278009004,545.3311099,624.7040535,0.145550001
Category,Toledo,Avocados,Hass,Total Hass,2022,Quarterly,Total Hass,2,2021-07-04,2022-07-03,2101231.624,1939314.597,-0.077058153,2256389.849,2677505.635,0.186632547,1.073841562,1.380645327,0.285706733,275.7903731,317.0637005,0.149654707
Category,Toledo,Avocados,Hass,Conventional,2022,Quarterly,4225,2,2021-07-04,2022-07-03,657272.5169,234177.3564,-0.643713452,836064.2193,490696.06,-0.413088075,1.272020658,2.095403534,0.647303069,119.0188449,68.80852448,-0.421868658
Category,Toledo,Avocados,Hass,Conventional,2022,Quarterly,4770,2,2021-07-04,2022-07-03,77237.09744,12181.54798,-0.842283716,157399.496,29370.22759,-0.813403293,2.037874302,2.41104231,0.183116303,21.8297475,4.586295043,-0.78990618
Category,Toledo,Avocados,Hass,Conventional,2022,Quarterly,Conventional Hass Bags,2,2021-07-04,2022-07-03,461257.1127,402000.4604,-0.128467726,404471.4544,493774.0027,0.220788259,0.87688936,1.228292132,0.400737868,63.21031628,66.24829826,0.04806149
Category,Toledo,Avocados,Hass,Conventional,2022,Quarterly,Total Conventional Hass,2,2021-07-04,2022-07-03,2010426.862,1864423.742,-0.072622945,2118866.805,2531685.742,0.194830055,1.053938766,1.357891816,0.288397258,259.0851054,299.8877007,0.157487229
Category,Toledo,Avocados,Hass,Organic,2022,Quarterly,94046,2,2021-07-04,2022-07-03,4286.100427,5130.078181,0.196910401,10821.0904,14067.04553,0.299965623,2.524693619,2.742072348,0.086101034,2.223605762,2.874176253,0.292574566
Category,Toledo,Avocados,Hass,Organic,2022,Quarterly,94225,2,2021-07-04,2022-07-03,25552.51188,17928.80469,-0.298354511,55150.93743,48642.62791,-0.118009046,2.158337219,2.713099326,0.257032174,11.55035793,10.0145746,-0.132964133
Category,Toledo,Avocados,Hass,Organic,2022,Quarterly,Organic Hass Bags,2,2021-07-04,2022-07-03,60966.14981,51831.9713,-0.149823772,71551.01633,83110.21986,0.161551913,1.173618747,1.603454736,0.366248401,16.20417901,13.23456729,-0.183262091
Category,Toledo,Avocados,Hass,Organic,2022,Quarterly,Total Organic Hass,2,2021-07-04,2022-07-03,90804.76212,74890.85417,-0.175254112,137523.0442,145819.8933,0.06033061,1.514491541,1.947098814,0.285645222,17.19654733,17.6526722,0.026524212
Category,Toledo,Total Produce,Total Produce,Total Produce,2022,Quarterly,Total Produce,2,2021-07-04,2022-07-03,151607299.3,147972899.4,-0.02397246,104368191.9,110664012.5,0.060323174,0.688411392,0.747866758,0.08636604,12770.54031,13264.49411,0.038679162
Category,South Central,Avocados,Hass,Conventional,2022,Quarterly,4046,2,2021-07-04,2022-07-03,36493738.32,34574417.95,-0.052593142,26565741.98,36222386.3,0.363499891,0.72795343,1.047664384,0.439191494,188.5286705,252.1074789,0.337236815
